"GENE_ACCESSION_ID","GENE_SYMBOL","MOUSE_STRAIN","MOUSE_LIFE_STAGE","PARAMETER_ID","PVALUE","PARAMETER_NAME","ANALYSIS_ID"
"MGI:108278","Ube2m","C57BL","Early adult","GMC_912_001_008",0.9322453,"B-Wave 12500 Cd/mÂ² right eye","3jk29t163y7pze9"
"MGI:1913915","Msantd3","C57BL","Early adult","IMPC_CSD_009_001",0.2824852,"Coat - color pattern - head","3jkx673s10an77i"
"MGI:1861441","Rab27a","C57BL","Early adult","GMC_912_001_008",0.5958565,"B-Wave 12500 Cd/mÂ² right eye","3jm2i291fl2065k"
"MGI:1347061","Abcg2","C57BL","Early adult","IMPC_HEM_004_001",0.9357876,"Hematocrit","3js5k07n2r07qwp"
"MGI:2654703","Otud7b","C57BL","Early adult","IMPC_EYE_063_001",0.2442959,"Right inner nuclear layer","3juzsd400r2lm26"
"MGI:1916340","Ascc1","C57BL","E18.5","IMPC_GEP_024_001",0,"Body wall morphology","3k05614oqf6197s"
"MGI:2155959","Lnx2","C57BL","Early adult","JAX_URI_001_001",0.5552486,"microAlbumin (calculated)","3k0cj1195w17t30"
"MGI:1328358","Myom2","C57BL","Early adult","MGP_PBI_008_001",0.5377631,"CD4+ CD25+ alpha beta regulatory T cell percentage","3k1j0jg200fo48g"
"MGI:2137624","Pom121","C57BL","Early adult","JAXLA_OFD_017_001",0.1734024,"Center average speed","3k2bu285j273511"
"MGI:1915485","Mturn","C57BL",NA,"GMC_906_001_001",0.2416835,"Glucose","3k2vk55k24rurjp"
"MGI:1201378","Anxa3","C57BL","Early adult","IMPC_GEP_024_001",0.3386276,"Body wall morphology","3k3j7dg7z72n443"
"MGI:106642","Baat","C57BL","Early adult","GMC_905_001_011",0.4739644,"Absolute number of lymphocytes","3k4s13f193txpm6"
"MGI:95321","Emb","C57BL","Early adult","IMPC_XRY_061_001",0.07868886,"Fusion of processes","3k4w44hxy35r803"
"MGI:2384919","Rxylt1","C57BL","E9.5","ESLIM_007_001_005",0.7352056,"Whole arena average speed","3k59im6555m4h39"
"MGI:2384982","Cdca7l","C57BL","Early adult","JAXLA_CBC_018_001",0.4214142,"Glucose","3k7012m09i59229"
"MGI:1914969","2310057J18Rik","C57BL","Early adult","IMPC_CBC_007_001",0.457765,"Albumin","3k880542a9v5474"
"MGI:1926283","Pgap6","C57BL","E18.5","MGP_PBI_008_001",0.9562494,"CD4+ CD25+ alpha beta regulatory T cell percentage","3k8l94va203hel3"
"MGI:2139134","Cercam","C57BL","Early adult","IMPC_EYE_017_001",0.9134961,"Lens Opacity","3k8qqz5fzi1y02j"
"MGI:2445160","Kcnh8","C57BL","Late adult","JAXLA_CSD_039_001",0.47121,"Limb grasp","3k9j65896vemvgl"
"MGI:108398","Mlx","C57BL","Middle aged adult","IMPC_HEM_007_001",0.109693,"Mean cell hemoglobin concentration","3k9w7y8c520a031"
"MGI:1315201","Grcc10","C57BL","Early adult","IMPC_CSD_013_001",0.2603235,"Coat - hair distribution - abdomen","3k9wg70nyyzyfwe"
"MGI:2384919","Rxylt1","C57BL","E12.5","IMPC_CSD_030_001",0.2777773,"Tremor","3kd08kxd0336253"
"MGI:1315201","Grcc10","C57BL","E18.5","GMC_920_001_006",0.2639201,"PIF-active","3klot4pri3d5gl5"
"MGI:2654703","Otud7b","C57BL","Early adult","GMC_916_001_021",0.8109806,"Line crossings","3km038di429est0"
"MGI:2384919","Rxylt1","C57BL","Late adult","IMPC_CSD_078_001",0.8872575,"Vocalization","3kntu98p1j1re61"
"MGI:2180565","Pnma3","C57BL","Late adult","IMPC_XRY_061_001",0.8024906,"Fusion of processes","3kozt1j2n35lz5c"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_EYE_007_001",0.2558195,"Cornea","3kp2p8qh308j01l"
"MGI:1915485","Mturn","C57BL",NA,"GMC_905_001_011",0.2407579,"Absolute number of lymphocytes","3ks394l0o8j2w39"
"MGI:1914759","Saysd1","C57BL","Early adult","IMPC_GRS_008_001",0.5568157,"Forelimb grip strength measurement mean","3ks723cn7375f86"
"MGI:5546359","Xndc1","C57BL","Early adult","IMPC_EYE_016_001",0.5875486,"Lens","3kvt5953i8bk9r9"
"MGI:2384982","Cdca7l","C57BL","Early adult","IMPC_CBC_009_001",0.3165469,"Calcium","3kw1i766z4zxl4d"
"MGI:1913915","Msantd3","C57BL","Early adult","IMPC_CSD_013_001",0.8960582,"Coat - hair distribution - abdomen","3kw4g1wkk2q7rww"
"MGI:1333863","Pde3b","C57BL","Early adult","IMPC_EYE_019_001",0.3153611,"Synechia","3kwe53w0kp49c3r"
"MGI:2176740","Helq","C57BL","Early adult","JAXLA_OFD_013_001",0.5293657,"Periphery average speed","3l0tj24543mlshi"
"MGI:1328358","Myom2","C57BL","Early adult","IMPC_DXA_008_001",0.08336473,"Lean/Body weight","3l0xi9v8x565992"
"MGI:2139134","Cercam","C57BL","Early adult","IMPC_HEM_040_001",0.7768523,"Large Unstained Cell (LUC) differential count","3l1728y383i9s73"
"MGI:88357","Cdk4","C57BL","E12.5","IMPC_EYE_016_001",0.7107069,"Lens","3l3up9v31u509vi"
"MGI:2137624","Pom121","C57BL","E9.5","GMC_920_001_004",0.9765631,"TV-active","3l5780272871244"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_DXA_005_001",0.9993199,"Bone Mineral Content (excluding skull)","3l63ms001q5zzi0"
"MGI:88357","Cdk4","C57BL","E15.5","CCP_LDT_001_001",0.2133737,"Side changes","3l68xt47w1xy6o5"
"MGI:1920703","1700067K01Rik","C57BL","Early adult","GMC_912_001_008",0.1675567,"B-Wave 12500 Cd/mÂ² right eye","3l79124t1g126h1"
"MGI:1860383","Cd160","C57BL","Early adult","GMC_906_001_006",0.3497724,"Chloride","3l7kzs68lbmv7u3"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","JAXLA_CSD_077_001",0.9588656,"Contact righting","3l8yry5u0vszap8"
"MGI:2444785","Dcaf5","C57BL","Early adult","IMPC_CSD_016_001",0.6038072,"Coat - hair texture / appearance - abdomen","3laxjm5vj5b3tf5"
"MGI:97491","Pax7","C57BL","E12.5","IMPC_IMM_011_001",0.8452624,"CD4 NKT cells","3liyl41bs0m531z"
"MGI:3588207","Dnaaf3","C57BL","Early adult","JAX_LDT_001_001",0.3764947,"Side changes","3lm6h9h79wer7ym"
"MGI:1333798","Avil","C57BL","Early adult","IMPC_XRY_057_001",0.9482649,"Kyphosis","3lm6jk4724j7c1c"
"MGI:1926020","Arl14ep","C57BL","Early adult","IMPC_XRY_001_001",0.1139069,"Skull shape","3lm7t96ve802a7a"
"MGI:2654703","Otud7b","C57BL","Early adult","IMPC_XRY_033_001",0.9442019,"Tibia length","3lmc6a1qub55905"
"MGI:1926283","Pgap6","C57BL","E18.5","IMPC_XRY_017_001",0.6545628,"Number of caudal vertebrae","3lq6o6p3g97zmqf"
"MGI:2384919","Rxylt1","C57BL","E12.5","GMC_906_001_005",0.252287,"Potassium","3ls61o9v6w7y61o"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_HEM_003_001",0.05973162,"Hemoglobin","3m1519ba7558z56"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_IMM_021_001",0.2777259,"CD4 CD25- NKT cells","3m26gf2wig9813n"
"MGI:2384982","Cdca7l","C57BL","Middle aged adult","JAX_PLC_004_001",0.8979004,"Glucose","3m28u445be00a21"
"MGI:2685508","A830031A19Rik","C57BL","Early adult","IMPC_ABR_004_001",0.7727825,"6kHz-evoked ABR Threshold","3m2nx79gw9v9332"
"MGI:3652306","Krtap4-8","C57BL","Early adult","HRWL_OWT_001_001",0.6070546,"Spleen weight","3m2sy3v3v859s5w"
"MGI:2685018","Ccdc110","C57BL","Early adult","IMPC_CBC_020_001",0.3593362,"Fructosamine","3m30tvfl4qvcqlv"
"MGI:1919891","Mob2","C57BL","Early adult","IMPC_OFD_013_001",0.7126881,"Periphery average speed","3m33s4rs4648zu4"
"MGI:1915485","Mturn","C57BL",NA,"IMPC_DXA_002_001",0.08147174,"Fat mass","3m3tv3dlj44dg91"
"MGI:2139134","Cercam","C57BL","Early adult","CCP_LFO_001_001",0.7631615,"Weight","3m6352q0uz49g8k"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_EYE_017_001",0.3030008,"Lens Opacity","3m856hv974j98hb"
"MGI:1917180","Zfp715","C57BL","Early adult","IMPC_CBC_003_001",0.975051,"Chloride","3m8t7v0j7506ofl"
"MGI:2384919","Rxylt1","C57BL","Middle aged adult","JAXLA_CSD_036_001",0.4459151,"Startle response","3m907x351mr8oy5"
"MGI:1933831","Btbd2","C57BL","Early adult","GMC_905_001_013",NA,"Absolute number of granulocytes","3m96kyhu5vp7n2h"
"MGI:1916319","Tmem273","C57BL","Early adult","IMPC_CBC_012_001",0.9627666,"Aspartate aminotransferase","3mah510ibc3fr47"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_ACS_035_001",0.9070222,"% Pre-pulse inhibition - PPI3","3mc64t90fg5p1cs"
"MGI:108398","Mlx","C57BL","Middle aged adult","IMPC_OFD_009_001",0.5422372,"Whole arena average speed","3mc9y244118uoo3"
"MGI:3588207","Dnaaf3","C57BL","E18.5","JAX_URI_005_001",0.300227,"Glucose","3mg362506tq98ox"
"MGI:1914969","2310057J18Rik","C57BL","Early adult","GMC_905_001_012",0.417355,"Absolute number of monocytes","3mh3kl0kl0ka97k"
"MGI:3046938","Hrnr","C57BL","Early adult","IMPC_OFD_010_001",0.2385061,"Periphery distance travelled","3mhpvl2712790rj"
"MGI:1926283","Pgap6","C57BL","Early adult","IMPC_HEM_029_001",0.7194292,"Neutrophil differential count","3mhz51sube3siam"
"MGI:96669","Kcnc3","C57BL","Early adult","JAXLA_DXA_006_001",0.9790216,"Body length","3mkghanw9y6yss5"
"MGI:108398","Mlx","C57BL","Early adult","GMC_906_001_001",0.1659363,"Glucose","3mo182q4344m1f6"
"MGI:88456","Col4a5","C57BL","Early adult","IMPC_ACS_035_001",0.8803996,"% Pre-pulse inhibition - PPI3","3moitxk20w88l47"
"MGI:1916340","Ascc1","C57BL","Early adult","IMPC_CSD_032_001",0.2844648,"Locomotor activity","3mos0bubak37i71"
"MGI:108278","Ube2m","C57BL","Early adult","GMC_905_001_013",0.05375783,"Absolute number of granulocytes","3mp75m427h6tfcx"
"MGI:1328358","Myom2","C57BL","Early adult","JAXLA_CSD_012_001",0.06109324,"Coat - hair distribution - head","3mq4969o5fy2d92"
"MGI:88357","Cdk4","C57BL","E15.5","JAXLA_CSD_077_001",0.8674184,"Contact righting","3mrema27t3iivu5"
"MGI:3646964","Fscb","C57BL","Early adult","IMPC_ABR_006_001",0.5079122,"12kHz-evoked ABR Threshold","3mse17aq67ad9ih"
"MGI:1913883","Nsa2","C57BL","Early adult","GMC_906_001_005",0.743632,"Potassium","3mtl2g4e3076388"
"MGI:1914780","Uqcrb","C57BL","Early adult","ESLIM_015_001_015",0.06660196,"Alkaline phosphatase","3my287xax01l9s8"
"MGI:1201378","Anxa3","C57BL","Early adult","ESLIM_007_001_005",0.1574332,"Whole arena average speed","3n09dj780wyi306"
"MGI:2180565","Pnma3","C57BL","Early adult","IMPC_HEM_003_001",0.231036,"Hemoglobin","3n09m500df17w56"
"MGI:95321","Emb","C57BL","Early adult","HRWL_OWT_001_001",0.9068519,"Spleen weight","3n0kh8rg97t3t2n"
"MGI:892866","Dgcr2","C57BL","Early adult","IMPC_EYE_019_001",0.6667965,"Synechia","3n14xx6ctlt422m"
"MGI:1890257","Tas2r103","C57BL","Early adult","IMPC_IMM_024_001",0.6685832,"DN CD25+ NKT cells","3n16e68jy5o6366"
"MGI:2384919","Rxylt1","C57BL","E9.5","JAXLA_DXA_005_001",0.6095231,"Bone Mineral Content (excluding skull)","3n25181p968r165"
"MGI:1916340","Ascc1","C57BL","Early adult","GMC_906_001_006",0.8583552,"Chloride","3n283945dq3534o"
"MGI:2384982","Cdca7l","C57BL","Late adult","JAXLA_CSD_036_001",0.4468785,"Startle response","3n43s48z105udkw"
"MGI:1915756","Ctnnbip1","C57BL","E15.5","IMPC_HEM_007_001",0.2215966,"Mean cell hemoglobin concentration","3n46z2772zhq58k"
"MGI:1921004","Thap1","C57BL","E9.5","GMC_905_001_011",NA,"Absolute number of lymphocytes","3n5519olav4pmv7"
"MGI:88357","Cdk4","C57BL","E15.5","JAX_SLW_014_001",0.4717284,"Breath rate during sleep standard deviation","3n615858m49o9hn"
"MGI:1333798","Avil","C57BL","Early adult","IMPC_CSD_010_001",0.05938962,"Coat - color pattern - abdomen","3n6517j7ab98374"
"MGI:1344341","Car14","C57BL","Early adult","GMC_906_001_009",0.06295914,"Calcium","3n6xpq2p8z63095"
"MGI:106642","Baat","C57BL","Early adult","JAX_OFD_014_001",0.3490682,"Center distance travelled","3n717x8xc168wx6"
"MGI:108398","Mlx","C57BL","Middle aged adult","IMPC_DXA_007_001",0.5572204,"BMC/Body weight","3n7d33ze4gu78er"
"MGI:1201378","Anxa3","C57BL","Early adult","GMC_916_001_018",0.6321667,"Rearings box","3n9bpl207w58h62"
"MGI:1201378","Anxa3","C57BL","Early adult","IMPC_GRS_011_001",0.07180938,"Forelimb and hindlimb grip strength normalised against body weight","3n9f80qlh101q1b"
"MGI:2685298","Trim56","C57BL","Early adult","GMC_905_001_012",0.3246031,"Absolute number of monocytes","3na6ap33h37bd8a"
"MGI:2442221","Zfp652","C57BL","Early adult","IMPC_IMM_011_001",0.41673,"CD4 NKT cells","3napdyxva5o8494"
"MGI:1915485","Mturn","C57BL","Early adult","CCP_LFO_001_001",0.5771124,"Weight","3nce3c5zt0rx5bh"
"MGI:1315201","Grcc10","C57BL","Early adult","CCP_LFO_007_001",0.3851901,"Hqp","3nfy8724p24q9jm"
"MGI:1919891","Mob2","C57BL","Early adult","JAXLA_OFD_013_001",0.779881,"Periphery average speed","3nh2qxn09aa8252"
"MGI:1321393","Timeless","C57BL","Early adult","IMPC_CSD_008_001",0.12288,"Coat - color pattern - back","3nj69z685q4d943"
"MGI:1328358","Myom2","C57BL","Early adult","GMC_920_001_035",0.6200834,"Ti/TT-sleep","3nj70p3fwx8490n"
"MGI:1919891","Mob2","C57BL","Early adult","IMPC_CBC_005_001",0.8195834,"Creatinine","3nk352tnhxbf827"
"MGI:1915485","Mturn","C57BL",NA,"GMC_920_001_004",0.3039125,"TV-active","3nke90z7iwf9h25"
"MGI:1918830","Mtrf1l","129SV","Early adult","CCP_XRY_033_001",0.4346824,"Tibia length","3nn164f721l1oc5"
"MGI:2143698","Vezt","C57BL","Early adult","IMPC_CSD_078_001",0.1226823,"Vocalization","3no30i665o18v9m"
"MGI:1915485","Mturn","C57BL",NA,"GMC_906_001_018",0.7707186,"Triglyceride","3np827pa21m144h"
"MGI:2443086","Mindy2","C57BL","Late adult","IMPC_OFD_007_001",0.1533497,"Whole arena resting time","3np8sn5i56376bw"
"MGI:892866","Dgcr2","C57BL","Early adult","IMPC_CBC_007_001",0.9705833,"Albumin","3nq6z0228qr50r1"
"MGI:1926283","Pgap6","C57BL","E18.5","GMC_905_001_013",0.8664614,"Absolute number of granulocytes","3nt2ps8e90rs754"
"MGI:1923061","Saxo1","C57BL","Early adult","GMC_920_001_005",0.8177611,"MV-active","3ntq87aj37511au"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_OFD_013_001",0.7626816,"Periphery average speed","3nvhel92l41mwnv"
"MGI:3643383","Calhm1","C57BL","Early adult","IMPC_CBC_001_001",0.2503568,"Sodium","3nvsl2pc5ch538b"
"MGI:88357","Cdk4","C57BL","Early adult","JAXLA_LDT_001_001",0.8165248,"Side changes","3nw8083w1brqc7x"
"MGI:2139134","Cercam","C57BL","Early adult","CCP_XRY_031_001",0.9348195,"Digit integrity","3o06vw065f8p1qc"
"MGI:3588207","Dnaaf3","C57BL","E18.5","GMC_914_001_003",0.7216659,"Food consumption","3o1ui4xxe5p2j0q"
"MGI:1931415","Mynn","C57BL","Early adult","IMPC_CBC_015_001",0.3271079,"Total cholesterol","3o205710fa3tgdy"
"MGI:2143698","Vezt","C57BL","E9.5","IMPC_HEM_040_001",0.9245426,"Large Unstained Cell (LUC) differential count","3o4861lv8v720wj"
"MGI:108278","Ube2m","C57BL","Early adult","IMPC_HEM_019_001",0.4637937,"Mean platelet volume","3o4ctxgw17g6e8v"
"MGI:2180565","Pnma3","C57BL","Middle aged adult","IMPC_CBC_005_001",0.8522268,"Creatinine","3o5n42356fubvcn"
"MGI:96538","Il10ra","C57BL","Early adult","IMPC_EYE_057_001",0.6506269,"Min right eye lens density","3o5y9k043032iad"
"MGI:2384919","Rxylt1","C57BL","Middle aged adult","IMPC_GEP_024_001",0.7206495,"Body wall morphology","3o613c20i0n8uho"
"MGI:2143698","Vezt","C57BL","Early adult","JAXLA_DXA_004_001",0.3549133,"Bone Mineral Density (excluding skull)","3o6h062bor2y154"
"MGI:1913883","Nsa2","C57BL","Early adult","IMPC_IMM_024_001",0.0762303,"DN CD25+ NKT cells","3o6q30920vlof5b"
"MGI:3643534","Angptl8","C57BL","Early adult","IMPC_EYE_019_001",0.4621279,"Synechia","3o7i8571f0p3y6x"
"MGI:1926283","Pgap6","C57BL","Early adult","IMPC_HWT_008_001",0.4380819,"Heart weight","3o85m5175fh525b"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_EYE_027_001",0.1484375,"Persistence of hyaloid vascular system","3o891ld4ox9a82m"
"MGI:2384982","Cdca7l","C57BL","Late adult","GMC_905_001_003",0.9216068,"Platelet","3o9660i2yx6g455"
"MGI:1861441","Rab27a","C57BL","Early adult","CCP_LDT_006_001",0.7502833,"Latency to first transition into light","3o99fk8ppfsg72i"
"MGI:88357","Cdk4","C57BL","Early adult","IMPC_HEM_002_001",0.2075949,"Red blood cell count","3o9wqay081gkzsq"
"MGI:1351872","Slco2b1","C57BL","Early adult","IMPC_OFD_009_001",0.5557891,"Whole arena average speed","3obc84z6l541w52"
"MGI:97491","Pax7","C57BL","Early adult","CCP_XRY_062_001",0.6954649,"Polysyndactylism","3obr018bb448v83"
"MGI:2686600","Zfp174","C57BL","Late adult","JAXLA_DXA_004_001",0.5437971,"Bone Mineral Density (excluding skull)","3ofq9x8n404l851"
"MGI:95321","Emb","C57BL","Early adult","GMC_920_001_014",0.2488391,"sMV-active","3ofx94f43909q9t"
"MGI:1913883","Nsa2","C57BL","Early adult","CCP_XRY_018_001",0.9968812,"Shape of vertebrae","3oj0l638072x130"
"MGI:95321","Emb","C57BL","Early adult","MGP_CSD_008_001",0.09714821,"Startle response","3oj234731d5dbk2"
"MGI:1916419","Fcmr","C57BL","Early adult","GMC_914_001_004",0.3356904,"Feces production","3or5f7p4u9o275y"
"MGI:1921004","Thap1","C57BL","Early adult","IMPC_CSD_007_001",0.6739038,"Coat - color - abdomen","3os407moysgcz1e"
"MGI:1915756","Ctnnbip1","C57BL","Early adult","IMPC_EYE_069_001",0.3721398,"Left inner nuclear layer","3os93gvl31zb2gl"
"MGI:2442221","Zfp652","C57BL","Early adult","JAXLA_LDT_001_001",0.7773676,"Side changes","3osf847y16893sd"
"MGI:1914780","Uqcrb","C57BL","Early adult","IMPC_GRS_011_001",0.6486027,"Forelimb and hindlimb grip strength normalised against body weight","3otk8y843232792"
"MGI:2143698","Vezt","C57BL","E9.5","IMPC_DXA_006_001",0.3636839,"Body length","3otkf73de40gl6h"
"MGI:1315201","Grcc10","C57BL","Early adult","JAXLA_IPG_010_001",0.7545959,"Fasted blood glucose concentration","3ott424ja010e51"
"MGI:3643534","Angptl8","C57BL","Early adult","IMPC_CBC_016_001",0.9086279,"HDL-cholesterol","3oug6n2p174q6re"
"MGI:3652306","Krtap4-8","C57BL","Early adult","JAXLA_OFD_017_001",0.05682357,"Center average speed","3ovqp5f1w13c82h"
"MGI:1347061","Abcg2","C57BL","Early adult","JAXLA_OFD_010_001",0.4642668,"Periphery distance travelled","3p03n7s3p9y6ikb"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_HEM_019_001",0.3913613,"Mean platelet volume","3p07g3mwdu9y7pd"
"MGI:108398","Mlx","C57BL","Middle aged adult","IMPC_XRY_055_001",0.6352538,"Shape of spine","3p0o83pr3jmpr3f"
"MGI:1915485","Mturn","C57BL","Early adult","JAXLA_DXA_007_001",0.5919369,"BMC/Body weight","3p0yod6f6f0uo72"
"MGI:1913883","Nsa2","C57BL","E9.5","GMC_914_001_002",0.7403889,"Body temperature rectal","3p12q09q9b61krg"
"MGI:108278","Ube2m","C57BL","Early adult","CCP_XRY_031_001",0.3984482,"Digit integrity","3p23z1oruj0v280"
"MGI:2442978","Ogfod1","129SV","Early adult","IMPC_EYE_019_001",0.3778217,"Synechia","3p2d3nf28652j89"
"MGI:1859866","Cdc20","C57BL","E9.5","GMC_905_001_003",0.5386322,"Platelet","3p2jk81813u4yvc"
"MGI:1333863","Pde3b","C57BL","Early adult","CCP_XRY_033_001",0.4503088,"Tibia length","3p32qe853z6c847"
"MGI:2139134","Cercam","C57BL","Early adult","IMPC_ABR_006_001",0.0970758,"12kHz-evoked ABR Threshold","3p407t408bog2u3"
"MGI:3588207","Dnaaf3","C57BL","Early adult","IMPC_EYE_024_001",0.2015222,"Retinal Blood Vessels","3p64i45pt7u1835"
"MGI:2176740","Helq","C57BL","Early adult","IMPC_DXA_002_001",3.00544e-08,"Fat mass","3p6y8834114065s"
"MGI:1932386","Ift122","C57BL","Early adult","GMC_916_001_021",0.6524043,"Line crossings","3p7hm0421ik9o5k"
"MGI:2384919","Rxylt1","C57BL","Early adult","IMPC_OWT_002_001",0.8115501,"Spleen weight","3p807929w1ek6u2"
"MGI:105959","Cox8a","C57BL","Early adult","GMC_920_001_005",0.9936699,"MV-active","3p86784zn3zl42r"
"MGI:1917180","Zfp715","C57BL","Early adult","JAXLA_OFD_010_001",0.8661796,"Periphery distance travelled","3p9249e36yfu92i"
"MGI:2445160","Kcnh8","C57BL","Early adult","GMC_916_001_013",0.672457,"Entries on Board","3p984413p54daup"
"MGI:2143698","Vezt","C57BL","Early adult","IMPC_ACS_006_001",0.7090207,"Response amplitude - S","3p98x598h2u2624"
"MGI:96669","Kcnc3","C57BL","Early adult","GMC_912_001_008",0.2805639,"B-Wave 12500 Cd/mÂ² right eye","3pa63m9d5c11k2n"
"MGI:2180565","Pnma3","C57BL","Middle aged adult","IMPC_OFD_020_001",0.321588,"Distance travelled - total","3pdzm6whnz32k5l"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_EYE_016_001",0.1045267,"Lens","3pe8x60b4kmc0c3"
"MGI:2443497","Zmat4","C57BL","Early adult","IMPC_IMM_024_001",0.2118682,"DN CD25+ NKT cells","3pfm2c2i4j3xeqh"
"MGI:104294","Tyro3","C57BL","Early adult","JAXLA_OFD_017_001",0.3872819,"Center average speed","3pk3oi178464867"
"MGI:1920393","Wdr37","C57BL","Early adult","IMPC_ABR_008_001",NA,"18kHz-evoked ABR Threshold","3pm5he605xx4lq1"
"MGI:108398","Mlx","C57BL","Middle aged adult","GMC_916_001_022",0.1478883,"Body weight","3pr8s9l4m4taj8h"
"MGI:1913883","Nsa2","C57BL","E15.5","IMPC_CBC_004_001",NA,"Urea (Blood Urea Nitrogen - BUN)","3ps96880k8u5e7m"
"MGI:1344341","Car14","C57BL","Early adult","IMPC_IMM_021_001",0.8450639,"CD4 CD25- NKT cells","3pseq865beksf60"
"MGI:1919364","Zbed3","C57BL","Early adult","JAXLA_OFD_017_001",0.2024314,"Center average speed","3pv14s1q59ka137"
"MGI:3652306","Krtap4-8","C57BL","Early adult","JAXLA_CSD_036_001",0.6273132,"Startle response","3pv8n3fax398y33"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_HWT_008_001",0.9189657,"Heart weight","3pxn6cj5ald4q79"
"MGI:97489","Pax5","C57BL","Early adult","ESLIM_016_001_004",NA,"Haematocrit","3q026rp167nvlk4"
"MGI:2176740","Helq","C57BL","Early adult","IMPC_ECH_010_001",0.7611803,"LVAWs","3q06s05g71g18zw"
"MGI:96669","Kcnc3","C57BL","Late adult","IMPC_ACS_035_001",0.2625508,"% Pre-pulse inhibition - PPI3","3q0ej0o0v58qz76"
"MGI:2443086","Mindy2","C57BL","Early adult","ESLIM_007_001_009",0.8690002,"Periphery average speed","3q2e778kw4f7x55"
"MGI:1916340","Ascc1","C57BL","Early adult","JAXLA_CBC_018_001",0.5173243,"Glucose","3q2p8d1lz249f31"
"MGI:3643534","Angptl8","C57BL","Early adult","IMPC_CSD_009_001",0.726115,"Coat - color pattern - head","3q3s63ns3fim651"
"MGI:1338893","Padi1","C57BL","Early adult","IMPC_CAL_008_001",0.4682468,"Total food intake","3q400a95978el4i"
"MGI:3588207","Dnaaf3","C57BL","E18.5","IMPC_OFD_009_001",0.8829886,"Whole arena average speed","3q43zc5z3x8xpx9"
"MGI:1926020","Arl14ep","C57BL","Early adult","IMPC_DXA_002_001",0.5519333,"Fat mass","3q4c638uqm394y3"
"MGI:1914969","2310057J18Rik","C57BL","Early adult","IMPC_CBC_012_001",0.513392,"Aspartate aminotransferase","3q4n5b7z76048t4"
"MGI:1926283","Pgap6","C57BL","E18.5","IMPC_GRS_010_001",0.2853761,"Forelimb grip strength normalised against body weight","3q5034bo0k86p68"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","IMPC_HEM_040_001",0.539452,"Large Unstained Cell (LUC) differential count","3q597279uq56156"
"MGI:109186","Ncf4","C57BL","Early adult","GMC_916_001_013",0.08637036,"Entries on Board","3q5i779k5555q6y"
"MGI:1919364","Zbed3","C57BL","Early adult","IMPC_CBC_005_001",0.7492485,"Creatinine","3q5yw16608ry9t2"
"MGI:1922184","Odad2","C57BL","Early adult","JAX_PLC_004_001",0.5811158,"Glucose","3q615f2enx85wj4"
