parameter_name,parameter_description,parameter_id
Zygomatic bone,zygomatic_bone,IMPC_XRY_002_001
Maxilla/Pre-maxilla,maxilla,IMPC_XRY_003_001
Mandibles,mandibles,IMPC_XRY_004_001
Teeth,teeth,IMPC_XRY_005_001
Scapulae,scapulae,IMPC_XRY_006_001
Clavicle,clavicle,IMPC_XRY_007_001
Number of ribs right,number_of_ribs_right,IMPC_XRY_008_001
Number of ribs left,number_of_ribs_left,IMPC_XRY_009_001
Shape of ribs,shape_of_ribs,IMPC_XRY_010_001
Fusion of ribs,fusion_of_ribs,IMPC_XRY_011_001
Pelvis,pelvis,IMPC_XRY_012_001
Number of cervical vertebrae,number_of_cervical_vertebrae,IMPC_XRY_013_001
Number of thoracic vertebrae,number_of_thoracic_vertebrae,IMPC_XRY_014_001
Number of lumbar vertebrae,number_of_lumbar_vertebrae,IMPC_XRY_015_001
Number of pelvic vertebrae,number_of_pelvic_vertebrae,IMPC_XRY_016_001
Number of caudal vertebrae,number_of_caudal_vertebrae,IMPC_XRY_017_001
Shape of vertebrae,shape_of_vertebrae,IMPC_XRY_018_001
Fusion of vertebrae,fusion_of_vertebrae,IMPC_XRY_019_001
Processes on vertebrae,processes_on_vertebrae,IMPC_XRY_020_001
Humerus,humerus,IMPC_XRY_021_001
Radius,radius,IMPC_XRY_022_001
Ulna,ulna,IMPC_XRY_023_001
Femur,femur,IMPC_XRY_024_001
Tibia,tibia,IMPC_XRY_025_001
Fibula,fibula,IMPC_XRY_026_001
Joints,joints,IMPC_XRY_027_001
Number of digits,number_of_digits,IMPC_XRY_028_001
Syndactylism,syndactylism,IMPC_XRY_029_001
Brachydactyly,completeness_of_digits,IMPC_XRY_030_001
Digit integrity,digit_integrity,IMPC_XRY_031_001
Comment on XRay image,comment_on_xray_image,IMPC_XRY_032_001
Tibia length,tibia_length,IMPC_XRY_033_001
XRay Images Whole Body Dorso Ventral,xray_images,IMPC_XRY_034_001
Alive,alive,IMPC_XRY_035_001
Xray equipment ID,xray_equipment_name,IMPC_XRY_036_001
Xray equipment manufacturer,xray_equipment_manufacturer,IMPC_XRY_037_001
Xray equipment model,xray_equipment_model,IMPC_XRY_038_001
Settings time of exposure,settings_time_of_exposure,IMPC_XRY_039_001
Settings level,settings_level,IMPC_XRY_040_001
Experimenter ID (scan),experimenter_scan_,IMPC_XRY_041_001
Experimenter ID (analysis),experimenter_analysis_,IMPC_XRY_042_001
Voltage settings,voltage_settings,IMPC_XRY_043_001
Scanner equipment ID,scanner_equipment_name,IMPC_XRY_044_001
Scanner equipment manufacturer,scanner_equipment_manufacturer,IMPC_XRY_045_001
Scanner equipment model,scanner_equipment_model,IMPC_XRY_046_001
Date Xray equipment last calibrated,NA,IMPC_XRY_047_001
XRay Images Whole Body Lateral Orientation,NA,IMPC_XRY_048_001
XRay Images Forepaw,NA,IMPC_XRY_049_001
XRay Images Skull Lateral Orientation,NA,IMPC_XRY_050_001
XRay Images Skull Dorso Ventral Orientation,NA,IMPC_XRY_051_001
XRay Images Hind Leg and Hip,NA,IMPC_XRY_052_001
Date Scanner equipment last calibrated,NA,IMPC_XRY_053_001
Free Ontology,NA,IMPC_XRY_054_001
Shape of spine,NA,IMPC_XRY_055_001
Scoliosis,NA,IMPC_XRY_056_001
Kyphosis,NA,IMPC_XRY_057_001
Lordosis,NA,IMPC_XRY_058_001
Shape of ribcage,NA,IMPC_XRY_059_001
Transitional vertebrae,NA,IMPC_XRY_060_001
Fusion of processes,NA,IMPC_XRY_061_001
Polysyndactylism,NA,IMPC_XRY_062_001
Cervical processes,NA,IMPC_XRY_063_001
Thoracic processes,NA,IMPC_XRY_064_001
Lumbar processes,NA,IMPC_XRY_065_001
Sacral processes,NA,IMPC_XRY_066_001
Caudal processes,NA,IMPC_XRY_067_001
Missing cranial rib,NA,IMPC_XRY_068_001
Rib morphology,rib_morphology,IMPC_XRY_069_001
Cervical vertebrae morphology,cervical_vertebrae_morphology,IMPC_XRY_070_001
Thoracic vertebrae morphology,thoracic_vertebrae_morphology,IMPC_XRY_071_001
Lumbar vertebrae morphology,lumbar_vertebrae_morphology,IMPC_XRY_072_001
Pelvic vertebrae morphology,pelvic_vertebrae_morphology,IMPC_XRY_073_001
Caudal vertebrae morphology,caudal_vertebrae_morphology,IMPC_XRY_074_001
Placenta Development,placenta_development,IMPC_GPL_001_001
Placenta Morphology,placenta_morphology,IMPC_GPL_002_001
Placenta Vasculature,placenta_vasculature,IMPC_GPL_003_001
Placenta Size,placenta_size,IMPC_GPL_004_001
Umbilical cord morphology,umbilical_cord_morphology,IMPC_GPL_005_001
Comment on image,comment_on_image,IMPC_GPL_006_001
Images,images,IMPC_GPL_007_001
Experimenter ID,experimenter_id,IMPC_GPL_008_001
Equipment ID,equipment_id,IMPC_GPL_009_001
Equipment Manufacturer,equipment_manufacturer,IMPC_GPL_010_001
Equipment Model,equipment_model,IMPC_GPL_011_001
Fixative,fixative,IMPC_GPL_012_001
Time of Dissection,time_of_dissection,IMPC_GPL_013_001
Somite Stage,somite_stage,IMPC_GPL_014_001
Time of dark cycle start,time_of_dark_cycle_start,IMPC_GPL_015_001
Time of dark cycle end,time_of_dark_cycle_end,IMPC_GPL_016_001
Date equipment last calibrated,date_equipment_last_calibrated,IMPC_GPL_017_001
Brain - MPATH diagnostic term,NA,IMPC_HIS_001_001
Brain - Free text diagnostic term,NA,IMPC_HIS_002_001
Brain - MPATH process term,NA,IMPC_HIS_003_001
Brain - Severity score,NA,IMPC_HIS_004_001
Brain - Descriptor PATO,NA,IMPC_HIS_005_001
Brain - Description,NA,IMPC_HIS_006_001
Eye with optic nerve - MPATH diagnostic term,NA,IMPC_HIS_007_001
Eye with optic nerve - Free text diagnostic term,NA,IMPC_HIS_008_001
Eye with optic nerve - MPATH process term,NA,IMPC_HIS_009_001
Eye with optic nerve - Severity score,NA,IMPC_HIS_010_001
Eye with optic nerve - Descriptor PATO,NA,IMPC_HIS_011_001
Eye with optic nerve - Description,NA,IMPC_HIS_012_001
Spinal cord - MPATH diagnostic term,NA,IMPC_HIS_013_001
Spinal cord - Free text diagnostic term,NA,IMPC_HIS_014_001
Spinal cord - MPATH process term,NA,IMPC_HIS_015_001
Spinal cord - Severity score,NA,IMPC_HIS_016_001
Spinal cord - Descriptor PATO,NA,IMPC_HIS_017_001
Spinal cord - Description,NA,IMPC_HIS_018_001
Thymus - MPATH diagnostic term,NA,IMPC_HIS_019_001
Thymus - Free text diagnostic term,NA,IMPC_HIS_020_001
Thymus - MPATH process term,NA,IMPC_HIS_021_001
Thymus - Severity score,NA,IMPC_HIS_022_001
Thymus - Descriptor PATO,NA,IMPC_HIS_023_001
Thymus - Description,NA,IMPC_HIS_024_001
Thyroid - MPATH diagnostic term,NA,IMPC_HIS_025_001
Thyroid - Free text diagnostic term,NA,IMPC_HIS_026_001
Thyroid - MPATH process term,NA,IMPC_HIS_027_001
Thyroid - Severity score,NA,IMPC_HIS_028_001
Thyroid - Descriptor PATO,NA,IMPC_HIS_029_001
Thyroid - Description,NA,IMPC_HIS_030_001
Heart - MPATH diagnostic term,NA,IMPC_HIS_031_001
Heart - Free text diagnostic term,NA,IMPC_HIS_032_001
Heart - MPATH process term,NA,IMPC_HIS_033_001
Heart - Severity score,NA,IMPC_HIS_034_001
Heart - Descriptor PATO,NA,IMPC_HIS_035_001
Heart - Description,NA,IMPC_HIS_036_001
Trachea - MPATH diagnostic term,NA,IMPC_HIS_037_001
Trachea - Free text diagnostic term,NA,IMPC_HIS_038_001
Trachea - MPATH process term,NA,IMPC_HIS_039_001
Trachea - Severity score,NA,IMPC_HIS_040_001
Trachea - Descriptor PATO,NA,IMPC_HIS_041_001
Trachea - Description,NA,IMPC_HIS_042_001
Esophagus - MPATH diagnostic term,NA,IMPC_HIS_043_001
Esophagus - Free text diagnostic term,NA,IMPC_HIS_044_001
Esophagus - MPATH process term,NA,IMPC_HIS_045_001
Esophagus - Severity score,NA,IMPC_HIS_046_001
Esophagus - Descriptor PATO,NA,IMPC_HIS_047_001
Esophagus - Description,NA,IMPC_HIS_048_001
Lung - MPATH diagnostic term,NA,IMPC_HIS_049_001
Lung - Free text diagnostic term,NA,IMPC_HIS_050_001
Lung - MPATH process term,NA,IMPC_HIS_051_001
Lung - Severity score,NA,IMPC_HIS_052_001
Lung - Descriptor PATO,NA,IMPC_HIS_053_001
Lung - Description,NA,IMPC_HIS_054_001
Liver - MPATH diagnostic term,NA,IMPC_HIS_055_001
Liver - Free text diagnostic term,NA,IMPC_HIS_056_001
Liver - MPATH process term,NA,IMPC_HIS_057_001
Liver - Severity score,NA,IMPC_HIS_058_001
Liver - Descriptor PATO,NA,IMPC_HIS_059_001
Liver - Description,NA,IMPC_HIS_060_001
Gall bladder - MPATH diagnostic term,NA,IMPC_HIS_061_001
Gall bladder - Free text diagnostic term,NA,IMPC_HIS_062_001
Gall bladder - MPATH process term,NA,IMPC_HIS_063_001
Gall bladder - Severity score,NA,IMPC_HIS_064_001
Gall bladder - Descriptor PATO,NA,IMPC_HIS_065_001
Gall bladder - Description,NA,IMPC_HIS_066_001
Stomach - MPATH diagnostic term,NA,IMPC_HIS_067_001
Stomach - Free text diagnostic term,NA,IMPC_HIS_068_001
Stomach - MPATH process term,NA,IMPC_HIS_069_001
Stomach - Severity score,NA,IMPC_HIS_070_001
Stomach - Descriptor PATO,NA,IMPC_HIS_071_001
Stomach - Description,NA,IMPC_HIS_072_001
Small intestine - MPATH diagnostic term,NA,IMPC_HIS_073_001
Small intestine - Free text diagnostic term,NA,IMPC_HIS_074_001
Small intestine - MPATH process term,NA,IMPC_HIS_075_001
Small intestine - Severity score,NA,IMPC_HIS_076_001
Small intestine - Descriptor PATO,NA,IMPC_HIS_077_001
Small intestine - Description,NA,IMPC_HIS_078_001
Large intestine - MPATH diagnostic term,NA,IMPC_HIS_079_001
Large intestine - Free text diagnostic term,NA,IMPC_HIS_080_001
Large intestine - MPATH process term,NA,IMPC_HIS_081_001
Large intestine - Severity score,NA,IMPC_HIS_082_001
Large intestine - Descriptor PATO,NA,IMPC_HIS_083_001
Large intestine - Description,NA,IMPC_HIS_084_001
Pancreas - MPATH diagnostic term,NA,IMPC_HIS_085_001
Pancreas - Free text diagnostic term,NA,IMPC_HIS_086_001
Pancreas - MPATH process term,NA,IMPC_HIS_087_001
Pancreas - Severity score,NA,IMPC_HIS_088_001
Pancreas - Descriptor PATO,NA,IMPC_HIS_089_001
Pancreas - Description,NA,IMPC_HIS_090_001
Spleen - MPATH diagnostic term,NA,IMPC_HIS_091_001
Spleen - Free text diagnostic term,NA,IMPC_HIS_092_001
Spleen - MPATH process term,NA,IMPC_HIS_093_001
Spleen - Severity score,NA,IMPC_HIS_094_001
Spleen - Descriptor PATO,NA,IMPC_HIS_095_001
Spleen - Description,NA,IMPC_HIS_096_001
Kidney - MPATH diagnostic term,NA,IMPC_HIS_097_001
Kidney - Free text diagnostic term,NA,IMPC_HIS_098_001
Kidney - MPATH process term,NA,IMPC_HIS_099_001
Kidney - Severity score,NA,IMPC_HIS_100_001
Kidney - Descriptor PATO,NA,IMPC_HIS_101_001
Kidney - Description,NA,IMPC_HIS_102_001
Adrenal gland - MPATH diagnostic term,NA,IMPC_HIS_103_001
Adrenal gland - Free text diagnostic term,NA,IMPC_HIS_104_001
Adrenal gland - MPATH process term,NA,IMPC_HIS_105_001
Adrenal gland - Severity score,NA,IMPC_HIS_106_001
Adrenal gland - Descriptor PATO,NA,IMPC_HIS_107_001
Adrenal gland - Description,NA,IMPC_HIS_108_001
Mammary gland - MPATH diagnostic term,NA,IMPC_HIS_109_001
Mammary gland - Free text diagnostic term,NA,IMPC_HIS_110_001
Mammary gland - MPATH process term,NA,IMPC_HIS_111_001
Mammary gland - Severity score,NA,IMPC_HIS_112_001
Mammary gland - Descriptor PATO,NA,IMPC_HIS_113_001
Mammary gland - Description,NA,IMPC_HIS_114_001
Lymph node - MPATH diagnostic term,NA,IMPC_HIS_115_001
Lymph node - Free text diagnostic term,NA,IMPC_HIS_116_001
Lymph node - MPATH process term,NA,IMPC_HIS_117_001
Lymph node - Severity score,NA,IMPC_HIS_118_001
Lymph node - Descriptor PATO,NA,IMPC_HIS_119_001
Lymph node - Description,NA,IMPC_HIS_120_001
Skin - MPATH diagnostic term,NA,IMPC_HIS_121_001
Skin - Free text diagnostic term,NA,IMPC_HIS_122_001
Skin - MPATH process term,NA,IMPC_HIS_123_001
Skin - Severity score,NA,IMPC_HIS_124_001
Skin - Descriptor PATO,NA,IMPC_HIS_125_001
Skin - Description,NA,IMPC_HIS_126_001
Skeletal muscle - MPATH diagnostic term,NA,IMPC_HIS_127_001
Skeletal muscle - Free text diagnostic term,NA,IMPC_HIS_128_001
Skeletal muscle - MPATH process term,NA,IMPC_HIS_129_001
Skeletal muscle - Severity score,NA,IMPC_HIS_130_001
Skeletal muscle - Descriptor PATO,NA,IMPC_HIS_131_001
Skeletal muscle - Description,NA,IMPC_HIS_132_001
Urinary bladder - MPATH diagnostic term,NA,IMPC_HIS_133_001
Urinary bladder - Free text diagnostic term,NA,IMPC_HIS_134_001
Urinary bladder - MPATH process term,NA,IMPC_HIS_135_001
Urinary bladder - Severity score,NA,IMPC_HIS_136_001
Urinary bladder - Descriptor PATO,NA,IMPC_HIS_137_001
Urinary bladder - Description,NA,IMPC_HIS_138_001
Testes - MPATH diagnostic term,NA,IMPC_HIS_139_001
Testes - Free text diagnostic term,NA,IMPC_HIS_140_001
Testes - MPATH process term,NA,IMPC_HIS_141_001
Testes - Severity score,NA,IMPC_HIS_142_001
Testes - Descriptor PATO,NA,IMPC_HIS_143_001
Testes - Description,NA,IMPC_HIS_144_001
Epididymis - MPATH diagnostic term,NA,IMPC_HIS_145_001
Epididymis - Free text diagnostic term,NA,IMPC_HIS_146_001
Epididymis - MPATH process term,NA,IMPC_HIS_147_001
Epididymis - Severity score,NA,IMPC_HIS_148_001
Epididymis - Descriptor PATO,NA,IMPC_HIS_149_001
Epididymis - Description,NA,IMPC_HIS_150_001
Prostate - MPATH diagnostic term,NA,IMPC_HIS_151_001
Prostate - Free text diagnostic term,NA,IMPC_HIS_152_001
Prostate - MPATH process term,NA,IMPC_HIS_153_001
Prostate - Severity score,NA,IMPC_HIS_154_001
Prostate - Descriptor PATO,NA,IMPC_HIS_155_001
Prostate - Description,NA,IMPC_HIS_156_001
Seminal vesicle - MPATH diagnostic term,NA,IMPC_HIS_157_001
Seminal vesicle - Free text diagnostic term,NA,IMPC_HIS_158_001
Seminal vesicle - MPATH process term,NA,IMPC_HIS_159_001
Seminal vesicle - Severity score,NA,IMPC_HIS_160_001
Seminal vesicle - Descriptor PATO,NA,IMPC_HIS_161_001
Seminal vesicle - Description,NA,IMPC_HIS_162_001
Ovary - MPATH diagnostic term,NA,IMPC_HIS_163_001
Ovary - Free text diagnostic term,NA,IMPC_HIS_164_001
Ovary - MPATH process term,NA,IMPC_HIS_165_001
Ovary - Severity score,NA,IMPC_HIS_166_001
Ovary - Descriptor PATO,NA,IMPC_HIS_167_001
Ovary - Description,NA,IMPC_HIS_168_001
Uterus - MPATH diagnostic term,NA,IMPC_HIS_169_001
Uterus - Free text diagnostic term,NA,IMPC_HIS_170_001
Uterus - MPATH process term,NA,IMPC_HIS_171_001
Uterus - Severity score,NA,IMPC_HIS_172_001
Uterus - Descriptor PATO,NA,IMPC_HIS_173_001
Uterus - Description,NA,IMPC_HIS_174_001
Stain,NA,IMPC_HIS_175_001
Section thickness,NA,IMPC_HIS_176_001
Images,NA,IMPC_HIS_177_001
Severity maximum score,NA,IMPC_HIS_178_001
Experimenter ID,NA,IMPC_HIS_208_001
Salivary gland - MPATH diagnostic term,NA,IMPC_HIS_209_001
Salivary gland - Free text diagnostic term,NA,IMPC_HIS_210_001
Salivary gland - MPATH process term,NA,IMPC_HIS_211_001
Salivary gland - Severity score,NA,IMPC_HIS_212_001
Salivary gland - Descriptor PATO,NA,IMPC_HIS_213_001
Salivary gland - Description,NA,IMPC_HIS_214_001
Salivary gland - Significance score,NA,IMPC_HIS_215_001
Sternum - MPATH diagnostic term,NA,IMPC_HIS_216_001
Sternum - Free text diagnostic term,NA,IMPC_HIS_217_001
Sternum - MPATH process term,NA,IMPC_HIS_218_001
Sternum - Severity score,NA,IMPC_HIS_219_001
Sternum - Descriptor PATO,NA,IMPC_HIS_220_001
Sternum - Description,NA,IMPC_HIS_221_001
Sternum - Significance score,NA,IMPC_HIS_222_001
Femur - MPATH diagnostic term,NA,IMPC_HIS_223_001
Femur - Free text diagnostic term,NA,IMPC_HIS_224_001
Femur - MPATH process term,NA,IMPC_HIS_225_001
Femur - Severity score,NA,IMPC_HIS_226_001
Femur - Descriptor PATO,NA,IMPC_HIS_227_001
Femur - Description,NA,IMPC_HIS_228_001
Femur - Significance score,NA,IMPC_HIS_229_001
Bone marrow - MPATH diagnostic term,NA,IMPC_HIS_230_001
Bone marrow - Free text diagnostic term,NA,IMPC_HIS_231_001
Bone marrow - MPATH process term,NA,IMPC_HIS_232_001
Bone marrow - Severity score,NA,IMPC_HIS_233_001
Bone marrow - Descriptor PATO,NA,IMPC_HIS_234_001
Bone marrow - Description,NA,IMPC_HIS_235_001
Bone marrow - Significance score,NA,IMPC_HIS_236_001
Brown adipose tissue - MPATH diagnostic term,NA,IMPC_HIS_237_001
Brown adipose tissue - Free text diagnostic term,NA,IMPC_HIS_238_001
Brown adipose tissue - MPATH process term,NA,IMPC_HIS_239_001
Brown adipose tissue - Severity score,NA,IMPC_HIS_240_001
Brown adipose tissue - Descriptor PATO,NA,IMPC_HIS_241_001
Brown adipose tissue - Description,NA,IMPC_HIS_242_001
Brown adipose tissue - Significance score,NA,IMPC_HIS_243_001
Tibia - MPATH diagnostic term,NA,IMPC_HIS_244_001
Tibia - Free text diagnostic term,NA,IMPC_HIS_245_001
Tibia - MPATH process term,NA,IMPC_HIS_246_001
Tibia - Severity score,NA,IMPC_HIS_247_001
Tibia - Descriptor PATO,NA,IMPC_HIS_248_001
Tibia - Description,NA,IMPC_HIS_249_001
Tibia - Significance score,NA,IMPC_HIS_250_001
Knee joint - MPATH diagnostic term,NA,IMPC_HIS_251_001
Knee joint - Free text diagnostic term,NA,IMPC_HIS_252_001
Knee joint - MPATH process term,NA,IMPC_HIS_253_001
Knee joint - Severity score,NA,IMPC_HIS_254_001
